f1,f2,Q1,FoM1,S1,Q2,FoM2,S2
0.88095003,2.4445,39.26581,524.3337,11.411497,4.0596943,20.887823,6.864247
0.8725501,2.3755,108.18055,3898.358,11.323678,4.373467,23.43154,6.887075
0.8883,2.4505,39.26581,524.3337,11.309586,4.0596943,20.887823,6.8557186
0.8757,2.4205,54.332558,1261.6377,11.319326,4.0596943,20.887823,6.887791
0.93135,2.3785,39.26581,524.3337,11.4115095,6.6235056,41.661663,6.8839936
0.88095003,2.4415,39.26581,524.3337,11.49121,4.0596943,20.887823,6.8802576
0.87465,2.4205,80.71584,2550.9531,11.311418,4.0596943,20.887823,6.9477677
0.87675005,2.4234998,45.13367,812.3703,11.34725,4.0596943,20.887823,6.923045
0.88935006,2.4475002,39.4526,533.5529,11.396653,4.0596943,20.887823,6.8615894
0.85679996,2.3725,39.531822,537.2876,11.274985,4.0596943,20.887823,6.855916
0.93345004,2.3815,39.47262,534.5583,11.411913,4.268279,22.585995,6.91267
0.8883,2.4505,39.26581,524.3337,11.33852,4.0596943,20.887823,6.85862
0.8883,2.4415,39.26581,524.3337,11.371808,4.0596943,20.887823,6.8667445
0.88725,2.4505,39.375072,529.6929,11.339922,4.0596943,20.887823,6.862523
0.94395,2.3695002,39.293396,525.68054,11.298212,4.937784,27.969774,6.8560266
0.8778,2.4295,70.47111,2049.0125,11.305223,4.0596943,20.887823,6.909244
0.94395,2.3695002,39.26581,524.3337,11.289355,4.777026,26.671038,6.85374
0.85679996,2.3695002,39.911064,555.7978,11.287191,4.773135,26.63856,6.852581
0.85679996,2.3695002,39.8595,553.2788,11.285746,4.7411194,26.380209,6.8522663
0.85679996,2.3695002,39.89054,554.8015,11.2885065,4.765917,26.580542,6.8527603
0.8778,2.4325001,90.783936,3036.5823,11.287578,4.9516854,28.09639,6.8681526
0.94185,2.3695002,39.26581,524.3337,11.283272,4.705154,26.09044,6.8524036
0.85785,2.3755,39.26581,524.3337,11.28966,4.3179026,22.975908,6.872171
0.945,2.3725,39.26581,524.3337,11.31555,4.0596943,20.887823,6.8646855
0.8778,2.4325001,112.88838,4114.9,11.288606,5.036621,28.789738,6.8734503
0.8778,2.4234998,84.914986,2756.1372,11.310911,4.0596943,20.887823,6.964408
0.85679996,2.3695002,39.878323,554.1977,11.286143,4.751858,26.466858,6.852365
0.88725,2.4535,39.535522,537.50305,11.299287,4.0596943,20.887823,6.8547287
0.8778,2.4264998,101.636765,3566.4648,11.289514,7.5101495,48.8962,6.894821
0.88725,2.4535,39.418514,531.78064,11.288075,4.089412,21.127394,6.853159
0.88095003,2.4445,39.26581,524.3337,11.465704,4.0596943,20.887823,6.864763
0.87465,2.3935,91.293724,3070.9807,11.321517,4.4247665,23.876373,6.945713
0.88095003,2.4445,39.26581,524.3337,11.455065,4.0596943,20.887823,6.8639836
0.87465,2.4025,77.10845,2372.5469,11.301489,5.4101543,31.848381,6.8939815
0.88725,2.4535,39.4655,534.078,11.293524,4.0596943,20.887823,6.8550634
0.85785,2.3785,39.307194,526.35345,11.295089,6.243638,38.555153,6.8742704
0.945,2.3725,39.31518,526.7555,11.340529,4.0596943,20.887823,6.877282
0.8778,2.4385,94.582726,3240.963,11.351507,4.4565754,24.139215,6.9502473
1.01115,2.6125,40.0264,561.3863,11.278455,4.0596943,20.887823,6.9990473
0.87885,2.4385,54.714558,1277.7601,11.288513,4.19025,21.941622,6.860846
0.87465,2.3964999,95.34659,3263.013,11.300585,4.405396,23.706694,6.922023
0.8725501,2.3785,106.028824,3789.375,11.313612,6.2347593,38.52247,6.887651
0.88725,2.4535,39.40393,531.068,11.286072,4.092793,21.154636,6.85294
0.88725,2.4535,39.458664,533.74713,11.296281,4.0596943,20.887823,6.8553033
0.87885,2.4385,41.398384,628.6667,11.317037,4.0596943,20.887823,6.866583
0.87885,2.4385,39.26581,524.3337,11.327534,4.0596943,20.887823,6.8655424
0.8778,2.4325001,39.26581,524.3337,11.370796,4.3880005,23.542015,6.8704267
0.8778,2.4234998,94.84765,3239.7925,11.304399,4.0596943,20.887823,6.9459963
0.87675005,2.4325001,86.17177,2813.5605,11.295039,4.0596943,20.887823,6.875162
0.88095003,2.4415,39.26581,524.3337,11.409814,4.3485003,23.224276,6.874564
0.93029994,2.3725,39.44972,533.3569,11.342694,4.0596943,20.887823,6.874802
0.85679996,2.3695002,39.380226,529.90436,11.2732315,4.602613,25.262344,6.850228
0.87675005,2.4205,48.50169,977.3385,11.340102,4.0596943,20.887823,6.9589562
0.88095003,2.4445,39.26581,524.3337,11.467783,4.0596943,20.887823,6.864385
0.87675005,2.4234998,89.55736,2982.5752,11.308965,4.0596943,20.887823,6.9139347
0.85679996,2.3695002,39.91388,555.9367,11.287656,4.7776766,26.675228,6.8526483
0.8778,2.4234998,108.02984,3887.8452,11.315254,4.0596943,20.887823,6.95566
0.85679996,2.3695002,39.90945,555.71814,11.286895,4.770275,26.615465,6.8525386
0.8757,2.3875,82.08178,2621.8757,11.329276,4.3879128,23.549599,6.889225
0.8725501,2.3845,115.223625,4247.1807,11.333396,6.2341704,38.521343,6.888898
0.87465,2.3815,76.611664,2358.9695,11.3543215,4.522725,24.658705,6.9145308
0.94395,2.3695002,39.35767,528.8179,11.296774,4.865319,27.386019,6.8566694
0.87675005,2.4264998,80.081024,2514.7236,11.287859,6.8590016,43.49369,6.863746
0.87359995,2.4025,118.20654,4388.6914,11.32243,4.823636,27.103458,6.908874
0.8778,2.4355001,46.005013,854.022,11.316575,5.340953,31.230738,6.861466
0.88725,2.4535,39.483585,534.9623,11.294963,4.0722065,20.988707,6.8541393
0.945,2.3725,39.26581,524.3337,11.310957,4.0596943,20.887823,6.8586946
0.94185,2.3725,39.353416,528.6413,11.362394,4.0596943,20.887823,6.8754773
1.02795,2.6395,39.84044,552.34393,11.283943,4.158107,21.685268,6.884253
0.87359995,2.4025,110.07645,4004.6587,11.358772,5.040986,28.923008,6.9473224
0.85785,2.3845,40.030228,562.08044,11.400992,6.159925,37.915546,6.887584
0.88725,2.4535,39.46132,533.87524,11.29486,4.0596943,20.887823,6.8551135
0.87359995,2.3875,109.606804,3988.315,11.376387,4.5135927,24.575317,6.899829
0.85679996,2.3695002,39.591873,540.23425,11.287708,4.855732,27.305647,6.8538136
0.87885,2.4355001,56.17289,1350.2422,11.303418,5.9577994,36.22474,6.8671746
0.94395,2.3695002,39.346786,528.2859,11.295496,4.8470526,27.23842,6.8564196
0.94605005,2.3785,39.726803,547.0469,11.380929,6.247431,38.63302,6.8903036
0.8725501,2.3815,112.77924,4137.535,11.358859,4.1015863,21.227509,6.8883405
0.87465,2.3905,104.12954,3697.178,11.315571,4.2384233,22.344656,6.9198146
0.88095003,2.4445,39.26581,524.3337,11.453563,4.0596943,20.887823,6.8638554
0.85679996,2.3695002,39.80764,550.7474,11.284681,4.7120347,26.145535,6.8519845
0.8757,2.3905,94.42546,3230.9326,11.343802,4.2802525,22.688013,6.9278708
0.88095003,2.4295,39.26581,524.3337,11.455664,4.0596943,20.887823,6.9133577
0.93135,2.3725,39.294476,525.73676,11.320615,4.0596943,20.887823,6.870182
0.85679996,2.3695002,39.90873,555.6844,11.287281,4.772795,26.635824,6.8525867
0.8883,2.4505,39.26581,524.3337,11.343909,4.0596943,20.887823,6.8593607
0.88725,2.4385,39.55277,538.4578,11.37173,4.29251,22.77266,6.878871
0.8778,2.4325001,55.206886,1303.2958,11.306236,4.4077134,23.700315,6.8681493
0.8757,2.4025,58.687706,1475.3104,11.324557,5.836938,35.384293,6.923992
0.88725,2.4535,39.43675,532.6737,11.292086,4.0635023,20.91853,6.8542733
0.88725,2.4535,39.42716,532.2025,11.288474,4.0877285,21.113823,6.8532825
0.85679996,2.3695002,39.805195,550.6277,11.284543,4.7110066,26.137259,6.8519964
0.88304996,2.0845,39.26581,524.3337,11.358315,4.095844,21.182058,6.911181
0.87885,2.4385,49.376247,1018.05365,11.300239,4.0596943,20.887823,6.8630476
0.8778,2.4355001,88.88194,2944.2021,11.288959,5.745618,34.50144,6.863262
0.8725501,2.3845,119.874695,4499.421,11.388812,6.760357,42.852226,6.906436
0.88935006,2.4475002,39.445057,533.19434,11.410656,4.0596943,20.887823,6.8622627
0.85679996,2.3695002,39.88745,554.6438,11.286453,4.7577596,26.51448,6.8524303
0.94395,2.3695002,39.26581,524.3337,11.296566,4.9028735,27.686731,6.854717
0.8883,2.4505,39.26581,524.3337,11.3148575,4.0596943,20.887823,6.8562913
0.88725,2.4535,39.457966,533.71136,11.294592,4.066205,20.940317,6.854244
0.87990004,2.4415,39.26581,524.3337,11.341468,4.0596943,20.887823,6.864411
0.8725501,2.3785,105.12366,3745.1536,11.313742,6.0299497,36.851433,6.883686
0.88935006,2.4475002,39.515446,536.67816,11.413828,4.0596943,20.887823,6.862512
0.85679996,2.3695002,39.84923,552.77747,11.285537,4.734877,26.329842,6.85221
0.87465,2.4145,101.86378,3579.325,11.294808,6.904094,44.079247,6.9215183
0.85679996,2.3695002,39.75485,548.1706,11.283438,4.6879463,25.951174,6.851729
0.88725,2.4445,39.683224,544.9469,11.401567,4.2376165,22.32468,6.8639197
0.88725,2.4415,39.901752,555.9465,11.461289,4.0596943,20.887823,6.864806
0.8883,2.4505,39.26581,524.3337,11.316013,4.0596943,20.887823,6.8564205
0.85679996,2.3695002,39.892914,554.91284,11.287235,4.765494,26.576935,6.852547
0.8725501,2.3875,111.12014,4040.6042,11.319372,4.0596943,20.887823,6.9029694
0.87465,2.3815,95.83409,3297.1655,11.33439,4.6419673,25.631433,6.9166
0.88725,2.4535,39.43692,532.681,11.2909565,4.0800734,21.05212,6.853624
0.88725,2.4535,39.436928,532.6802,11.28977,4.084013,21.083878,6.8534913
0.87990004,2.4415,39.26581,524.3337,11.341388,4.0596943,20.887823,6.8644195
0.87359995,2.3845,117.301575,4371.83,11.387162,6.021962,36.84032,6.9039583
0.87885,2.4385,50.056614,1051.0873,11.296969,4.0596943,20.887823,6.862306
0.87465,2.3935,124.73467,4710.572,11.327425,4.699297,26.131704,6.954875
0.88725,2.4535,39.491165,535.3312,11.294266,4.072799,20.993486,6.8540893
0.85785,2.3785,40.049126,562.9058,11.375762,6.299588,39.011375,6.8754683
0.87675005,2.4025,48.55344,980.7319,11.357058,4.0596943,20.887823,6.990528
0.88725,2.4535,39.45283,533.46204,11.295661,4.0742297,21.005024,6.854441
0.88095003,2.4445,39.26581,524.3337,11.451991,4.0596943,20.887823,6.8645034
0.94395,2.3695002,39.26581,524.3337,11.294681,4.861277,27.350456,6.8539085
1.01115,2.5825,40.29574,574.5223,11.281205,4.0596943,20.887823,6.982847
0.87885,2.4385,39.26581,524.3337,11.317148,4.0596943,20.887823,6.86142
0.8883,2.4475002,39.26581,524.3337,11.365426,4.0596943,20.887823,6.862801
0.85679996,2.3695002,39.91379,555.93634,11.288746,4.7856665,26.73977,6.8527894
0.87465,2.4055,79.884254,2508.859,11.30488,7.090493,45.491802,6.8953314
0.94605005,2.3755,39.39096,530.493,11.370455,4.403214,23.672916,6.8875585
0.88935006,2.4475002,39.36966,529.4477,11.3759575,4.061463,20.902098,6.860344
0.87359995,2.3815,114.79908,4259.5566,11.4141035,4.945353,28.095291,6.910141
0.88935006,2.4475002,39.4629,534.0673,11.402396,4.0596943,20.887823,6.8617907
0.88725,2.4535,39.403893,531.06604,11.285959,4.0934176,21.15967,6.852907
0.85679996,2.3695002,39.851337,552.88007,11.285514,4.7359548,26.338535,6.8522134
0.88725,2.4505,39.566856,539.0804,11.328348,4.0596943,20.887823,6.859978
0.87990004,2.4234998,39.26581,524.3337,11.395292,4.0596943,20.887823,6.9383397
0.87675005,2.4325001,90.95776,3047.7615,11.297269,4.0596943,20.887823,6.8707056
0.87675005,2.4295,67.14801,1885.9493,11.3005905,4.0596943,20.887823,6.873556
0.8757,2.3845,39.26581,524.3337,11.409784,6.2506905,38.734047,6.9155283
0.94395,2.3725,39.29541,525.78076,11.30946,4.0596943,20.887823,6.862053
0.8715,2.3875,110.4502,4051.1936,11.431288,5.1174617,29.473694,6.8945775
0.85679996,2.3695002,39.478157,534.6785,11.278675,4.61696,25.378443,6.8508916
0.8778,2.4325001,39.32916,527.4361,11.32635,5.2105184,30.190767,6.8698606
0.87885,2.4385,89.58213,2981.8308,11.301772,4.0596943,20.887823,6.8958087
0.85679996,2.3695002,39.86131,553.37494,11.288219,4.760302,26.535122,6.852584
0.945,2.3725,39.26581,524.3337,11.322225,4.0596943,20.887823,6.8705277
0.85679996,2.3695002,39.908947,555.6932,11.2868185,4.7695365,26.609499,6.852526
0.87885,2.4385,43.661144,739.02496,11.302571,4.0596943,20.887823,6.859922
0.87990004,2.4415,39.26581,524.3337,11.323008,4.0596943,20.887823,6.8647523
0.85785,2.3755,39.26581,524.3337,11.303028,4.519817,24.611532,6.876664
0.88095003,2.4445,39.26581,524.3337,11.426836,4.0596943,20.887823,6.8635283
0.88935006,2.4475002,39.44941,533.3921,11.393262,4.0596943,20.887823,6.8613043
1.01115,2.6095002,40.850132,601.5076,11.277672,4.1789002,21.872295,6.9987283
0.85679996,2.3695002,39.387287,530.24945,11.275212,4.691288,25.977703,6.8512545
0.88935006,2.4475002,39.422684,532.0885,11.410757,4.0596943,20.887823,6.8628106
0.85785,2.3755,39.26581,524.3337,11.286804,4.350136,23.236307,6.8714786
0.87885,2.4385,42.63217,688.9889,11.314895,4.0596943,20.887823,6.868736
0.88725,2.4535,39.45305,533.46765,11.29086,4.0819964,21.067625,6.8536296
0.88725,2.4415,39.627827,542.1595,11.375363,4.0596943,20.887823,6.8709655
0.88725,2.4535,39.55373,538.4513,11.337159,4.094793,21.171328,6.8650928
0.85679996,2.3695002,39.796535,550.2049,11.284318,4.705818,26.095377,6.851923
0.8757,2.4205,39.26581,524.3337,11.355474,4.0596943,20.887823,6.891706
0.87359995,2.3785,96.075035,3311.372,11.342169,6.7034645,42.35264,6.8960967
0.87675005,2.4295,50.183884,1058.4329,11.316176,4.0596943,20.887823,6.8773484
0.94395,2.3695002,39.26581,524.3337,11.2936125,4.854105,27.293247,6.8544846
0.88725,2.4535,39.471584,534.374,11.292843,4.076175,21.020702,6.853937
0.8715,2.3845,108.589615,3966.968,11.45222,5.4936924,32.515133,6.888154
0.8778,2.4025,113.05317,4130.962,11.308753,4.1813793,21.883772,6.944556
0.88725,2.4535,39.49871,535.7065,11.299937,4.0700545,20.97136,6.8545146
0.87359995,2.4025,117.59167,4368.7866,11.346447,5.927879,36.055725,6.8961277
0.8778,2.4295,63.96532,1733.2047,11.320668,4.0596943,20.887823,6.9383936
0.8778,2.4325001,39.26581,524.3337,11.382938,4.3813415,23.486841,6.8673315
0.8778,2.4325001,115.8144,4256.151,11.28509,4.0596943,20.887823,6.875433
0.88725,2.4535,39.57174,539.2777,11.30299,4.0596943,20.887823,6.8557057
0.87675005,2.4295,86.8152,2844.2036,11.292078,4.0596943,20.887823,6.8688188
0.8778,2.4295,39.26581,524.3337,11.372431,4.0596943,20.887823,6.8750043
0.85785,2.3785,39.667652,544.1205,11.375441,6.8023853,43.098736,6.8806496
0.945,2.3725,39.26581,524.3337,11.315425,4.0596943,20.887823,6.867795
0.85679996,2.3695002,39.365433,529.1842,11.273273,4.564416,24.954367,6.8499203
0.88095003,2.4385,39.26581,524.3337,11.437456,4.0596943,20.887823,6.880542
0.87675005,2.3964999,62.307384,1654.5059,11.340263,4.494545,24.4402,6.9331923
0.85679996,2.3695002,39.934544,556.9557,11.290779,4.806803,26.91044,6.8530784
0.94395,2.3695002,39.30599,526.2968,11.304472,5.025613,28.681665,6.858759
0.87675005,2.4234998,40.13564,566.9546,11.330987,4.0596943,20.887823,6.884491
0.87465,2.4025,115.45988,4255.9385,11.32656,4.514714,24.612164,6.944846
0.88725,2.4535,39.449665,533.3103,11.298544,4.062522,20.910627,6.854572
0.85785,2.3785,39.290108,525.52185,11.313186,5.902951,35.794796,6.8725247
0.93135,2.3725,39.26581,524.3337,11.316032,4.0596943,20.887823,6.867851
0.88095003,2.4445,39.26581,524.3337,11.408852,4.170421,21.78186,6.862783
0.88725,2.4445,39.443554,533.01917,11.306191,4.105273,21.255846,6.8629303
0.88725,2.4535,39.414196,531.5692,11.287016,4.0911155,21.141119,6.853067
0.85679996,2.3695002,39.896187,555.07074,11.286708,4.7633843,26.559868,6.852482
0.88725,2.4535,39.407932,531.2633,11.286462,4.0923767,21.151281,6.852974
0.85679996,2.3725,40.012306,560.7147,11.282241,4.0596943,20.887823,6.865818
0.85679996,2.3725,42.078293,662.72797,11.369323,4.0596943,20.887823,6.8767824
0.94395,2.3695002,39.26581,524.3337,11.295446,4.877164,27.478823,6.8541665
0.85679996,2.3695002,39.528366,537.1373,11.287719,4.8642635,27.374739,6.8540964
0.88095003,2.4415,39.26581,524.3337,11.412289,4.0596943,20.887823,6.864402
0.88725,2.4535,39.44885,533.2623,11.290437,4.082917,21.07505,6.853583
0.8757,2.3935,40.426823,581.50946,11.376535,4.977034,28.4008,6.9484887
0.85679996,2.3695002,39.880894,554.32336,11.286191,4.753303,26.478512,6.8523774
0.85785,2.3875,39.656315,543.5475,11.368441,4.0596943,20.887823,6.8876123
0.88725,2.4535,39.46931,534.2627,11.292374,4.0780993,21.036213,6.853834
0.8715,2.3815,108.07892,3939.9702,11.447887,4.461564,24.147953,6.891186
0.85679996,2.3695002,39.889854,554.76227,11.286801,4.7614803,26.54452,6.852479
0.85679996,2.3695002,39.88877,554.711,11.287238,4.76403,26.565123,6.8525333
0.94395,2.3695002,39.26581,524.3337,11.2905035,4.809271,26.93103,6.8537717
0.87359995,2.4055,118.932434,4429.5845,11.334849,6.9276214,44.150856,6.8904767
0.85679996,2.3695002,39.89415,554.97736,11.28848,4.775808,26.660223,6.852706
0.94185,2.3695002,39.26581,524.3337,11.28282,4.7011313,26.058043,6.852438
0.85679996,2.3695002,39.899338,555.2241,11.286628,4.7641435,26.565989,6.8524785
0.94395,2.3695002,39.26581,524.3337,11.280854,4.642337,25.583273,6.85133
0.87990004,2.4385,39.26581,524.3337,11.390386,4.0596943,20.887823,6.900167
0.85679996,2.3695002,39.900085,555.27155,11.2898445,4.7862916,26.744898,6.852879
0.87885,2.4385,40.709396,594.8838,11.3074045,4.0596943,20.887823,6.8608556
0.85785,2.3845,39.60497,540.95447,11.332186,6.4230204,40.038273,6.884336
0.8778,2.4145,61.750282,1623.0912,11.306664,6.706355,42.448322,6.9163013
0.85679996,2.3695002,39.944183,557.432,11.292407,4.8191833,27.010445,6.853279
0.85679996,2.3695002,40.276897,573.7015,11.299061,4.8963594,27.633768,6.854325
0.94395,2.3695002,39.26581,524.3337,11.298568,4.90569,27.709335,6.854619
0.88725,2.4535,39.415848,531.65027,11.28771,4.089958,21.13179,6.8531227
0.8715,2.3875,109.95029,4012.9585,11.396444,4.0596943,20.887823,6.8952947
0.85679996,2.3695002,39.423275,532.0058,11.279729,4.7335415,26.31892,6.8520327
0.87359995,2.3995001,116.19925,4297.8486,11.34023,4.333693,23.11505,6.90319
0.87465,2.4115,79.815605,2507.3933,11.313496,4.0596943,20.887823,6.9104505
0.85679996,2.3695002,39.463127,533.943,11.275421,4.797032,26.830807,6.8522053
0.87675005,2.4234998,68.841675,1973.4768,11.33071,4.0596943,20.887823,6.9714026
0.85679996,2.3695002,39.933064,556.8753,11.288532,4.789237,26.7686,6.8528423
0.87465,2.3875,74.02965,2228.621,11.335736,4.873544,27.507626,6.9071493
0.88095003,2.4415,39.26581,524.3337,11.474356,4.4529066,24.063286,6.8638687
0.8778,2.4325001,83.77942,2695.4243,11.289298,4.0596943,20.887823,6.868429
0.85679996,2.3695002,39.44953,533.28174,11.276286,4.586875,25.135704,6.850461
0.87465,2.3815,62.54513,1670.6357,11.375588,4.6359973,25.578466,6.911042
0.8778,2.4325001,114.62226,4208.6997,11.311313,4.9228516,27.918644,6.9156823
0.8778,2.4355001,86.659584,2834.8086,11.285024,6.0700703,37.11135,6.859551
0.85679996,2.3695002,39.354385,528.64685,11.274468,4.5705314,25.003717,6.850036
0.85785,2.3815,39.54623,538.06104,11.322437,4.5636497,24.967678,6.8787503
0.85679996,2.3725,39.58768,540.0245,11.284663,4.0596943,20.887823,6.858328
0.88725,2.4535,39.4214,531.92114,11.28782,4.0892878,21.126389,6.853185
0.94395,2.3725,39.26581,524.3337,11.317581,4.0596943,20.887823,6.86405
0.8725501,2.3785,113.657684,4178.0083,11.352173,6.0780735,37.25695,6.8894315
0.8725501,2.3845,114.04931,4186.1484,11.324813,5.5640464,33.072906,6.8818917
0.87359995,2.3875,79.39801,2489.264,11.324056,4.0596943,20.887823,6.8949947
0.8725501,2.3995001,114.943794,4227.912,11.319844,4.2352095,22.317848,6.9172306
0.8715,2.3875,108.04781,3934.931,11.438622,4.0596943,20.887823,6.8947124
0.85679996,2.3695002,39.860836,553.3442,11.285825,4.7422404,26.389254,6.8522797
0.8883,2.4505,39.26581,524.3337,11.314234,4.0596943,20.887823,6.856261
0.87359995,2.3964999,104.073975,3687.1763,11.294767,4.274575,22.63154,6.892966
0.94395,2.3695002,39.26581,524.3337,11.289783,4.7695827,26.610266,6.8529406
0.85785,2.3755,39.967945,559.06464,11.416515,4.600236,25.26464,6.8798175
0.85679996,2.3695002,39.920094,556.2494,11.290365,4.798182,26.840857,6.8529916
0.945,2.3725,39.26581,524.3337,11.332209,4.0596943,20.887823,6.87202
0.87675005,2.4234998,39.26581,524.3337,11.431438,4.0596943,20.887823,6.903199
0.87465,2.4145,123.02367,4618.7754,11.309789,6.045261,37.00488,6.894679
0.8757,2.4234998,119.8923,4456.914,11.289601,4.0596943,20.887823,6.878672
0.87359995,2.3785,102.4921,3630.1238,11.35363,6.9902487,44.71722,6.9052467
0.8725501,2.3875,107.379684,3849.1836,11.296614,4.946344,28.086489,6.8960457
0.88725,2.4535,39.48155,534.8645,11.296517,4.0596943,20.887823,6.855253
0.8725501,2.3935,109.11845,3929.226,11.283788,4.805166,26.932547,6.888357
0.8757,2.3964999,57.99175,1441.8138,11.330279,4.2721615,22.627508,6.9470572
0.8778,2.4295,62.65483,1667.4332,11.307766,4.0596943,20.887823,6.9188466
0.87885,2.4385,46.085335,857.3687,11.300766,4.0596943,20.887823,6.8618703
0.85679996,2.3695002,39.90976,555.733,11.2868185,4.769879,26.61226,6.8525286
0.88725,2.4535,39.42154,531.92957,11.289554,4.080788,21.057878,6.8535213
0.87675005,2.4234998,48.05791,954.39825,11.315446,4.0596943,20.887823,6.8818855
0.945,2.3725,39.26581,524.3337,11.341116,4.0596943,20.887823,6.8728156
0.8778,2.4234998,60.505665,1562.6304,11.309805,4.0596943,20.887823,6.892458
0.85679996,2.3755,40.570683,588.05,11.299649,4.4357753,23.930737,6.875358
0.85679996,2.3695002,39.745365,547.7081,11.283395,4.684676,25.924793,6.851699
0.94395,2.3695002,39.26581,524.3337,11.291705,4.806811,26.910622,6.853198
0.8715,2.3875,110.46867,4021.974,11.3537,4.9787583,28.345396,6.8926053
0.87675005,2.4025,102.46707,3615.586,11.314777,4.627953,25.551615,6.961122
0.87465,2.3815,84.16564,2728.4119,11.347548,4.753738,26.54035,6.91485
0.88935006,2.4475002,39.465652,534.20294,11.402045,4.0596943,20.887823,6.861876
0.85679996,2.3695002,39.919594,556.21436,11.287347,4.776813,26.668262,6.8526387
0.85679996,2.3695002,39.544403,537.9099,11.281369,4.6661005,25.774937,6.851519
0.9324,2.3785,39.40058,530.9671,11.37151,6.180773,38.105034,6.894745
0.88095003,2.4445,39.26581,524.3337,11.424643,4.0596943,20.887823,6.864288
0.87675005,2.4234998,100.2815,3505.3123,11.304545,4.0596943,20.887823,6.9264293
0.87675005,2.3935,76.999214,2380.8843,11.368341,5.2415023,30.571842,6.951636
0.85679996,2.3695002,39.718082,546.3877,11.287195,4.726451,26.262135,6.8524423
0.8725501,2.3935,117.67986,4369.336,11.33756,5.2069097,30.201569,6.8957634
0.85679996,2.3725,40.197247,569.7583,11.28829,4.0596943,20.887823,6.8669786
0.85785,2.3785,40.031353,562.0542,11.381352,6.852885,43.512096,6.881822
0.87465,2.4145,55.508327,1320.8167,11.337987,6.9023976,44.067627,6.922094
0.85679996,2.3695002,39.919117,556.195,11.2884655,4.785736,26.740313,6.852766
0.85785,2.3845,39.51798,536.69763,11.336682,5.673693,33.955307,6.8792534
0.85679996,2.3695002,39.432186,532.43665,11.275979,4.582379,25.099432,6.8503985
0.94395,2.3695002,39.26581,524.3337,11.288373,4.766224,26.583809,6.853594
0.8757,2.4205,80.84266,2554.72,11.300584,4.0596943,20.887823,6.902948
0.88095003,2.4445,39.26581,524.3337,11.434465,4.0596943,20.887823,6.8641834
0.88095003,2.4445,39.26581,524.3337,11.425134,4.0596943,20.887823,6.8642907
0.94395,2.3695002,39.34187,528.0493,11.30327,4.976725,28.286198,6.857947
0.94605005,2.3725,39.796135,550.38556,11.354044,4.0596943,20.887823,6.874611
0.87990004,2.4234998,39.26581,524.3337,11.340816,4.358341,23.32236,6.92043
0.88725,2.4535,39.568428,539.11487,11.302321,4.0596943,20.887823,6.8551784
0.8883,2.4505,39.26581,524.3337,11.314375,4.0596943,20.887823,6.8562646
0.945,2.3725,39.26581,524.3337,11.32663,4.0596943,20.887823,6.8708215
0.87465,2.4115,124.66953,4698.6646,11.308559,4.0596943,20.887823,6.906008
0.87675005,2.4325001,92.22217,3111.0764,11.302834,4.1466904,21.590893,6.8682785
0.85785,2.3845,39.45175,533.49603,11.381823,5.519253,32.700096,6.8768015
0.87359995,2.3815,110.00897,4007.5483,11.374903,4.1331525,21.48543,6.908151
0.85785,2.3845,39.74314,547.8347,11.374249,5.995323,36.55441,6.877359
0.87885,2.4385,54.32665,1258.9087,11.289333,4.107976,21.277552,6.8610864
0.87675005,2.3964999,58.172325,1454.2279,11.365035,4.0596943,20.887823,6.9725494
0.8778,2.4355001,52.264923,1159.639,11.307699,5.5009356,32.520977,6.8608356
0.85679996,2.3725,43.080723,712.4876,11.390158,4.0596943,20.887823,6.8759656
0.8778,2.4325001,39.26581,524.3337,11.335039,4.83325,27.138142,6.867072
0.88725,2.4535,39.422146,531.9588,11.289211,4.0761137,21.020199,6.853678
0.85679996,2.3695002,39.934628,556.96136,11.291222,4.8090863,26.928892,6.853126
0.87465,2.4145,113.902824,4165.28,11.290855,6.5782847,41.38401,6.9101295
0.85679996,2.3695002,39.774857,549.1477,11.284115,4.697589,26.028986,6.8518486
0.88725,2.4535,39.43786,532.7265,11.290775,4.0758457,21.018042,6.8538246
0.85679996,2.3695002,39.843742,552.5092,11.285336,4.7313685,26.301525,6.852167
0.85679996,2.3695002,39.904404,555.4715,11.286712,4.766878,26.588049,6.8525023
0.88725,2.4475002,39.680206,544.66016,11.340521,4.1243343,21.409723,6.862543
0.93135,2.3755,39.407196,531.278,11.352491,4.1408057,21.545208,6.88547
0.87675005,2.4295,70.54792,2052.233,11.302073,4.0596943,20.887823,6.8773456
0.87990004,2.4415,47.328514,918.413,11.30841,4.0596943,20.887823,6.864598
0.94395,2.3695002,39.26581,524.3337,11.292348,4.8329,27.12207,6.854293
0.87359995,2.3815,108.87542,3945.342,11.358016,5.4870477,32.48127,6.898558
0.85679996,2.3725,39.670605,544.0488,11.276286,4.0596943,20.887823,6.859265
0.94395,2.3695002,39.26581,524.3337,11.287257,4.7281055,26.275352,6.852309
0.87359995,2.3815,80.31142,2538.1018,11.342562,4.2826304,22.70127,6.9074707
0.9324,2.3755,39.27812,524.9394,11.367464,4.702383,26.107668,6.8982244
0.94395,2.3695002,39.26581,524.3337,11.29682,4.9052463,27.705776,6.854638
0.8883,2.4505,39.26581,524.3337,11.344183,4.0596943,20.887823,6.8591204
0.88935006,2.4475002,39.427723,532.3188,11.389408,4.0596943,20.887823,6.861106
