r1,r2,w,g
2.6282153,2.7999759,2.2284694,1.8000512
2.6514227,2.248504,2.7883933,2.9796307
2.5165696,2.377988,2.644162,2.4936008
2.7923558,2.5884633,2.3594358,2.2113576
2.2097015,2.7937279,2.2484,1.811376
2.2116818,2.331421,2.511291,1.9281133
2.2025182,2.7667494,2.4243145,1.8019624
2.2160683,2.7110968,2.3637102,1.9051443
2.2241793,2.6431978,2.7905245,2.4471498
2.203655,2.8,2.200079,1.8
2.2185102,2.7198155,2.6604185,1.8266
2.2004232,2.7999735,2.2655277,1.8000005
2.2414422,2.788708,2.2566323,1.8009593
2.3328776,2.5972893,2.7620473,2.5731027
2.6227899,2.2040265,2.784797,2.9986434
2.6608946,2.2583523,2.79431,2.9547675
2.2845812,2.788163,2.2462516,1.8065648
2.3714435,2.7632298,2.2808468,1.844321
2.712685,2.366758,2.4366233,2.830463
2.7686257,2.2004523,2.798481,2.999834
2.7547686,2.2002983,2.7996066,2.9995549
2.3879378,2.7869425,2.2319252,1.8018242
2.2973144,2.3138204,2.7184157,2.3306513
2.2215781,2.2181559,2.7954097,2.9237146
2.2370205,2.7387173,2.5193372,1.9080275
2.6894631,2.7962964,2.200356,1.800806
2.2166328,2.7484534,2.6252222,1.9582529
2.4580061,2.2324295,2.7980456,2.985711
2.776309,2.7774594,2.5049582,2.1324475
2.271016,2.2002785,2.7997465,2.9998112
2.2593334,2.6762218,2.252797,1.8278873
2.2613237,2.2580948,2.7848814,2.9704015
2.7988129,2.2160149,2.789814,2.9997585
2.2097178,2.7999969,2.2007859,1.8000016
2.2488322,2.3541534,2.7757962,2.367588
2.2012165,2.7996085,2.2207348,1.8000046
2.7936568,2.2120817,2.7929616,2.99726
2.200036,2.799992,2.2097886,1.8
2.2000306,2.7999997,2.200954,1.8
2.768111,2.3062172,2.7413867,2.9848676
2.4831522,2.7930775,2.2246292,1.810529
2.2706063,2.3446372,2.7871485,2.7690072
2.5964103,2.23356,2.7900941,2.9222305
2.2412708,2.7992783,2.231245,1.8053905
2.6102145,2.7342196,2.2692707,1.884053
2.2003517,2.799552,2.4065254,1.8000067
2.208057,2.7980516,2.2222657,1.8000169
2.6803455,2.7986932,2.4355855,1.8018253
2.6081998,2.7976637,2.228761,1.800959
2.2310412,2.799999,2.2004137,1.8
2.722713,2.2001524,2.7999227,2.9999182
2.684679,2.2010863,2.7997868,2.999765
2.349866,2.5541248,2.4820585,2.023104
2.5292888,2.4950762,2.28981,2.2541795
2.3405766,2.771881,2.239928,1.80955
2.785799,2.3684852,2.7720454,2.9677935
2.2830837,2.6108046,2.6250653,1.8205705
2.6131413,2.2177134,2.7777977,2.983792
2.585734,2.2033865,2.799472,2.998732
2.2018552,2.7872424,2.2367117,1.8001392
2.7859259,2.2007725,2.7995224,2.9998431
2.2055821,2.798242,2.2182164,1.8001486
2.798325,2.2325308,2.5617847,2.991274
2.799664,2.2000206,2.7999742,2.9999995
2.5849597,2.6608412,2.5662885,2.2798028
2.2000043,2.7999997,2.2000327,1.8
2.2414072,2.3553703,2.591347,2.2147954
2.2274745,2.6414764,2.493455,2.0377088
2.5409193,2.3683815,2.7718503,2.872601
2.4020538,2.2364285,2.761911,2.9617069
2.2038283,2.6450415,2.249627,1.8587803
2.3812218,2.496486,2.364879,1.960125
2.5824447,2.6979792,2.483847,1.8378861
2.634931,2.7954407,2.2166138,1.8040286
2.590251,2.3047867,2.6053863,2.948991
2.2484128,2.7081683,2.411744,1.8444027
2.2001512,2.793087,2.2155716,1.800029
2.799899,2.2000477,2.7999673,3.0
2.239215,2.7926397,2.5187984,1.803873
2.2175498,2.7977839,2.230313,1.8001863
2.7418904,2.2065566,2.7743013,2.9868355
2.2302403,2.2837324,2.7929623,2.8362582
2.2164667,2.7980404,2.214735,1.8007398
2.7844923,2.2952943,2.7422352,2.9294982
2.2909322,2.2487416,2.5972726,1.916716
2.2202864,2.7999535,2.2023294,1.8000066
2.7370431,2.7120733,2.3796756,2.0180068
2.450348,2.2139919,2.6850398,2.9500484
2.233273,2.7926672,2.2701147,1.815887
2.7809045,2.7269578,2.3758497,2.1305752
2.7306056,2.7762504,2.2964556,1.8278502
2.5331702,2.2596798,2.7971172,2.9916275
2.7771044,2.5053968,2.2946084,2.2253857
2.2197702,2.7997928,2.2308815,1.800079
2.2001667,2.799668,2.2257853,1.8000026
2.2903073,2.3849247,2.5344217,2.487953
2.7651002,2.2003028,2.7992253,2.9999216
2.2001483,2.7999961,2.2006407,1.8000002
2.506338,2.6874564,2.487054,1.8646309
2.2050192,2.7994766,2.2016497,1.8000396
2.2223904,2.7301311,2.467588,1.8489289
2.3053477,2.200065,2.7999911,2.9999895
2.7618124,2.2491617,2.376132,2.9158618
2.7707765,2.239344,2.7946932,2.9841568
2.755923,2.7375674,2.3396747,1.9242678
2.2512777,2.5098593,2.7469122,2.1917922
2.7994332,2.394787,2.4807315,2.7711883
2.2003996,2.799814,2.212713,1.8000014
2.2138262,2.7907321,2.289022,1.8068575
2.5005202,2.415752,2.7623706,2.710645
2.7739468,2.593416,2.7522278,2.8260689
2.778089,2.3106623,2.7090023,2.959329
2.7998266,2.2366416,2.779891,2.9981675
2.7774124,2.6716766,2.6432006,2.7623334
2.4226515,2.5940585,2.5315418,1.8730382
2.7435918,2.2094195,2.7896976,2.9837024
2.2487237,2.719243,2.5409772,1.8502781
2.2133923,2.793978,2.7336602,1.8013523
2.2005162,2.7968807,2.2078276,1.8013222
2.3988721,2.7999215,2.2021642,1.8000021
2.2997987,2.7818556,2.2602932,1.8413227
2.7269673,2.2134116,2.7925847,2.9996276
2.7976553,2.255391,2.7062197,2.9611442
2.4301183,2.7968848,2.226676,1.8030865
2.2014465,2.7316341,2.3536608,1.9462292
2.3300798,2.2750854,2.7830455,2.945339
2.2078052,2.7975602,2.5741315,1.800662
2.44677,2.79573,2.249062,1.801017
2.2025359,2.799939,2.2155476,1.8000236
2.2111742,2.7211027,2.6720593,1.8924315
2.3726273,2.3543618,2.7866647,2.6921728
2.459208,2.4402852,2.5161598,1.917612
2.74536,2.2013698,2.786705,2.9973924
2.6276824,2.7844276,2.2575507,1.9651477
2.2000768,2.7999878,2.2194774,1.8000002
2.579216,2.7817886,2.2226884,1.8262595
2.706004,2.7881293,2.272074,1.8503646
2.2779498,2.7909865,2.2376113,1.8284025
2.2430623,2.3847144,2.7886777,2.206195
2.2000325,2.8,2.2000303,1.8
2.20017,2.7997017,2.253544,1.8000088
2.2008946,2.7987623,2.2036052,1.8000243
2.4407578,2.7548792,2.3321798,1.8283159
2.738438,2.2438183,2.6658597,2.9589052
2.699464,2.7981322,2.22508,1.802386
2.6409583,2.2075279,2.7950747,2.998834
2.3179574,2.2192721,2.7865543,2.952667
2.4154131,2.2024817,2.7993026,2.995591
2.6499062,2.2262363,2.7985692,2.9736352
2.7582412,2.5573592,2.770576,2.0556326
2.7482128,2.6322381,2.3510253,2.2317312
2.2119126,2.2222261,2.7757475,2.9495425
2.6890202,2.2275083,2.7560906,2.9952273
2.4131536,2.2761936,2.7964442,2.9707432
2.2359047,2.7787771,2.2045703,1.8147706
2.2000504,2.7999988,2.2023072,1.8
2.3530583,2.7143674,2.7274177,1.9393957
2.6878684,2.210392,2.7827477,2.9319997
2.2110133,2.2065074,2.7998745,2.991866
2.7999046,2.3444078,2.777252,2.930848
2.6884,2.200005,2.8,3.0
2.2255442,2.7671485,2.4298959,1.8008872
2.2845378,2.204446,2.7913015,2.990194
2.797508,2.2039006,2.799189,2.9994876
2.271793,2.7991693,2.2558703,1.8002837
2.2212737,2.6932967,2.4372597,2.1588433
2.7788439,2.20354,2.799527,2.9997241
2.2130065,2.7999818,2.2013152,1.8000004
2.5435877,2.3139405,2.7803924,2.7331934
2.732376,2.7643456,2.2085106,1.8045511
2.7599125,2.7958808,2.2079463,1.8019285
2.7001605,2.2804375,2.7679467,2.9622273
2.7987525,2.2012558,2.799489,2.9999223
2.2053277,2.7990742,2.2015789,1.8010081
2.273059,2.4908633,2.5540292,1.8482331
2.7862163,2.20827,2.79469,2.9995532
2.789052,2.2002885,2.7998405,2.9998875
2.3058536,2.2943602,2.6735578,2.8969293
2.7477434,2.2826066,2.6858382,2.8266273
2.2012498,2.7931795,2.2097745,1.800309
2.7972093,2.6406527,2.7642949,2.4341927
2.3353813,2.751663,2.3734038,1.9597621
2.6803648,2.2001266,2.799975,2.999999
2.4317238,2.7950115,2.2589982,1.8064221
2.3815625,2.220619,2.7754521,2.9933295
2.2036712,2.6697266,2.6463094,1.8124106
2.2182946,2.7719998,2.2249691,1.8031693
2.7958817,2.2099261,2.79992,2.9996386
2.2148314,2.7983713,2.2117648,1.800243
2.4946833,2.2014253,2.767987,2.9967818
2.4006,2.6911607,2.6987576,2.0104327
2.3832927,2.6694593,2.5828602,1.9557657
2.736129,2.228383,2.4756813,2.9405274
2.259491,2.7522602,2.7034755,1.8224794
2.2588582,2.6391895,2.3314335,1.9813118
2.201159,2.7957513,2.7201533,1.8013431
2.2868524,2.7999098,2.2291918,1.8001924
2.4847138,2.658199,2.635543,1.8774462
2.222353,2.797477,2.2100756,1.8003509
2.2972643,2.7650015,2.2023494,1.8062131
2.5068972,2.2185688,2.7733293,2.9427748
2.2320833,2.7999175,2.2017984,1.8000076
2.4845264,2.3863275,2.4953482,2.463571
2.2966623,2.3193476,2.7544544,2.6206071
2.2143483,2.378363,2.779279,2.156308
2.3526418,2.575654,2.4578078,1.9219594
2.7992675,2.2361627,2.7746098,2.974041
2.21073,2.7199419,2.4150198,1.8065646
2.793154,2.5593648,2.452037,2.9709177
2.7960331,2.2067137,2.7988753,2.999692
2.7981107,2.2007902,2.7999415,2.9998245
2.2910445,2.7735112,2.5583284,2.100945
2.7564027,2.4790287,2.7925117,2.884392
2.7080235,2.765357,2.404789,2.0215373
2.676548,2.7978802,2.2891505,1.8132225
2.7167678,2.2003016,2.7999334,2.9999874
2.7389517,2.2099526,2.7998857,2.9990182
2.2009153,2.791494,2.2633908,1.8007431
2.7966719,2.5303068,2.653034,2.6621063
2.226072,2.7770634,2.216198,1.8036466
2.770763,2.5808575,2.3279011,1.8838185
2.2869625,2.6756287,2.5798004,2.0168972
2.4471436,2.2035718,2.7998347,2.9992692
2.7944381,2.7919812,2.203298,1.8214107
2.4204302,2.799535,2.2019284,1.8000143
2.2034688,2.7973595,2.2919579,1.8002044
2.2083824,2.543951,2.7786126,1.8391973
2.5773466,2.7913253,2.2539773,1.8046212
2.4858909,2.2498875,2.7992587,2.9721434
2.2220688,2.7686474,2.4005568,1.8160105
2.7997518,2.200009,2.7999997,2.9999995
2.2029996,2.7989986,2.2746065,1.800355
2.6602652,2.797915,2.2011592,1.8040261
2.2047317,2.7974684,2.5455055,1.8017454
2.6024027,2.2019174,2.799491,2.999448
2.557534,2.3308413,2.688011,2.9444902
2.6870823,2.2336223,2.6910827,2.9910505
2.2510037,2.2506163,2.796837,2.8562353
2.2686894,2.38124,2.7094457,1.911861
2.339549,2.7954865,2.2137809,1.802434
2.675808,2.7990599,2.2021692,1.800468
2.2262776,2.4885635,2.793891,2.4723167
2.225838,2.7999387,2.2125866,1.8000718
2.4083917,2.2951338,2.6654632,2.7681503
2.7835376,2.200041,2.7999985,2.9999976
2.3585327,2.360312,2.785176,2.734022
2.7999885,2.2102556,2.4884167,2.9998345
2.2008128,2.7998183,2.2128496,1.8000131
2.7825153,2.2016973,2.7985225,2.9830575
2.7964957,2.2209473,2.794225,2.9882436
2.7658885,2.2443457,2.7714696,2.899471
2.7844973,2.7571387,2.2147996,1.8287536
2.2513738,2.748947,2.497129,1.8296838
2.2911038,2.3002028,2.4081173,2.5568144
2.3701842,2.6094205,2.5066798,1.889366
2.2003531,2.690712,2.4986458,1.8176185
2.3659515,2.210869,2.7993813,2.9936113
2.7664492,2.7878056,2.289319,1.8416266
2.674449,2.2257938,2.7952006,2.9971242
2.229429,2.7968113,2.2018602,1.8001183
2.3102722,2.4924517,2.7956614,2.7720885
2.5154428,2.793054,2.4685893,1.8008094
2.66293,2.7999635,2.2001927,1.8000067
2.792396,2.661542,2.5201495,1.9717456
2.2020936,2.7809255,2.3614442,1.8018897
2.3770049,2.5099912,2.6782506,2.9140983
2.440428,2.7993088,2.2083886,1.8004141
2.7598855,2.7921047,2.604406,1.8031938
2.4870577,2.2771993,2.7593722,2.9676676
2.2224326,2.7950578,2.225105,1.8011208
2.6941538,2.218796,2.7809653,2.9897852
2.2040775,2.7897744,2.40362,1.8012658
2.6875935,2.241156,2.3780103,2.9505801
2.231098,2.774333,2.3302097,1.8189982
2.704081,2.741023,2.681245,2.0383105
2.7216969,2.5249395,2.6202137,2.0702753
2.201895,2.2546873,2.7830853,2.5969808
2.2308178,2.6242018,2.7630148,2.1575031
2.6621115,2.2160618,2.7988472,2.9930723
2.221866,2.798866,2.659279,1.8015044
2.7584057,2.2391627,2.7964237,2.9939485
2.795985,2.2242453,2.6586554,2.984904
2.2030487,2.7999053,2.2020323,1.8000014
2.79994,2.37284,2.7601194,2.9262173
2.2013364,2.799733,2.2026188,1.800031
2.6825068,2.750984,2.4390051,1.9230304
2.6047494,2.790902,2.2095985,1.8045204
2.7719426,2.2905097,2.5257463,2.816163
2.2220826,2.4782786,2.6677575,1.9605966
2.200066,2.7999773,2.2615995,1.8000004
2.799896,2.226514,2.7980776,2.9985626
2.2217512,2.799969,2.201335,1.8000361
2.7256594,2.252375,2.7989044,2.9990172
2.324282,2.7704992,2.7826943,2.0864651
2.246648,2.700283,2.2481594,1.8262609
2.6749282,2.3618677,2.7713354,2.4867682
2.502747,2.2000763,2.7997212,2.9998655
2.606162,2.7690377,2.3691509,1.8039792
2.4052165,2.7962363,2.2190154,1.819474
2.695584,2.2000382,2.7999868,2.999993
2.4086912,2.2061815,2.7942953,2.9975321
2.6846483,2.2325876,2.7977555,2.9713821
2.3394468,2.5074172,2.3080182,1.9785603
2.2258828,2.7918496,2.2378478,1.8016056
2.5354402,2.6720166,2.265468,1.9069924
2.2727647,2.7995036,2.2150126,1.800099
2.21858,2.7826304,2.518373,1.8222376
2.667662,2.2011485,2.7999353,2.9998507
2.4660504,2.79855,2.2748685,1.8017048
2.2000146,2.7977562,2.229108,1.8000093
2.7994177,2.2002773,2.7999077,2.9999743
2.2102258,2.5341954,2.7971995,2.41222
2.3887095,2.6737359,2.5633168,1.8163838
2.2515996,2.7972145,2.2422097,1.8000785
2.6926537,2.2051375,2.7994592,2.9984562
2.7289462,2.6300845,2.608227,2.5423133
2.2448313,2.799965,2.2005928,1.8000062
2.2056618,2.7983165,2.2223623,1.8004932
2.200086,2.7999792,2.2001808,1.8
2.482714,2.2004411,2.7999256,2.9997988
2.7674918,2.2293315,2.7607365,2.9854958
2.4959211,2.7652125,2.4692402,1.8548715
2.271945,2.7279212,2.4067223,1.8477309
2.2096014,2.509161,2.7671688,2.013587
2.2403543,2.2052894,2.7992582,2.992264
2.2538948,2.7717721,2.3239505,1.8047403
2.7911997,2.4182463,2.7919478,2.9831898
2.4118998,2.2557845,2.7990127,2.9809518
2.784981,2.2339005,2.7697425,2.922508
2.7989407,2.2207067,2.7970493,2.9934437
2.2683797,2.506438,2.4083288,2.0776503
2.2294674,2.3152769,2.7889278,2.8335497
2.2433977,2.7923267,2.224874,1.8075113
2.7766688,2.389532,2.7942579,2.991692
2.6174285,2.2283237,2.7799828,2.978172
2.5842476,2.7353528,2.6797266,2.255293
2.791531,2.3631308,2.737217,2.9597485
2.7650812,2.799768,2.2390885,1.8007187
2.255856,2.3658416,2.7536964,2.7791424
2.7933593,2.2000806,2.7999983,2.9999971
2.2008173,2.7997637,2.2060294,1.8000053
2.2394767,2.4504237,2.6296973,2.5776787
2.2003036,2.7992215,2.2020102,1.8000233
2.392216,2.4412613,2.4940352,2.3367834
2.2368765,2.6521645,2.5801544,2.2509627
2.5665169,2.200973,2.798644,2.9976065
2.205194,2.6748233,2.439271,1.8441955
2.5333056,2.6230133,2.6582985,2.2875233
2.221057,2.715025,2.6753864,1.8238618
2.2046375,2.787879,2.3591857,1.8002653
2.2019858,2.7991307,2.634601,1.8000935
2.5102832,2.202749,2.7950993,2.986513
2.7850204,2.742958,2.7210228,2.043937
